,학교명,위도,경도
24198,주몽학교,37.54630003,127.1631647
24199,한국구화학교,37.55829059,127.1590014
13,서울대학교,37.468038058,126.9592943376
24,한국체육대학교,37.5199046323,127.1320005395
28,서울과학기술대학교,37.6330789279,127.0767947429
31,서울시립대학교,37.5825775765,127.059988127
33,가톨릭대학교,37.5023936158,127.0058606043
35,감리교신학대학교,37.5679167647,126.9618923676
37,건국대학교,37.5391826749,127.0747119023
42,경기대학교,37.5651946924,126.9622241503
50,경희대학교,37.5939491408,127.0548909606
52,고려대학교,37.5864922167,127.0309795766
57,광운대학교,37.6193203482,127.0583380669
60,국민대학교,37.61028784,126.9985206
61,강서대학교,37.5486853053,126.8541565249
73,서울기독대학교,37.6007568622,126.9121924216
74,덕성여자대학교,37.6495090773,127.0163952301
75,동국대학교,37.55893664,126.9987376
77,동덕여자대학교,37.6068148328,127.0411763018
85,명지대학교,37.5803770224,126.9213485309
90,삼육대학교,37.6433573691,127.1088503432
91,상명대학교,37.6041089059,126.9551594966
93,서강대학교,37.55146931,126.943025
94,서경대학교,37.6154147804,127.0135657644
96,서울여자대학교,37.6287826577,127.0889915089
101,성공회대학교,37.4875235978,126.8261635351
102,성균관대학교,37.5872284083,126.9931151163
103,성신여자대학교,37.5916524767,127.0221456165
105,세종대학교,37.5516081379,127.0731831883
108,숙명여자대학교,37.5452862347,126.9654124669
110,숭실대학교,37.4964289689,126.9551579174
116,연세대학교,37.56380644,126.9429309
129,이화여자대학교,37.56446452,126.9502888
135,장로회신학대학교,37.5502659035,127.1031347439
140,중앙대학교,37.5047267238,126.9538339076
144,총신대학교,37.4879290071,126.9667631083
145,추계예술대학교,37.56317672,126.9540593
152,한국성서대학교,37.6489617716,127.0637509635
153,한국외국어대학교,37.5982966772,127.0579424137
160,한성대학교,37.5832358514,127.0103900048
163,한양대학교,37.5545035492,127.0466112168
165,서울한영대학교,37.4965661099,126.8512504636
171,홍익대학교,37.5525192524,126.9249906195
201,서울교육대학교,37.4907404858,127.0154245376
212,한국방송통신대학교,37.5791954862,127.003290881
219,정석대학,37.5462081658,126.8138841209
222,경희사이버대학교,37.5939491408,127.0548909606
226,서울디지털대학교,37.555000498,126.8540200682
227,서울사이버대학교,37.62984392,127.0271231
229,세종사이버대학교,37.5537274683,127.0728868294
230,한국열린사이버대학교,37.59833282,127.0916241
232,고려사이버대학교,37.5869442676,126.9870630256
233,숭실사이버대학교,37.5744754999,126.9887757806
234,디지털서울문화예술대학교,37.58544374,126.9438792
235,한양사이버대학교,37.5571863579,127.0475189747
236,사이버한국외국어대학교,37.5982966772,127.0579424137
243,한국예술종합학교,37.60635811,127.0539408
245,SPC식품과학대학,37.4911278898,126.9095247671
246,국제예술대학교,37.51691937,127.0310425
247,백석예술대학교,37.4803713866,126.9968969543
248,정화예술대학교,37.55985621,126.9847828
290,동양미래대학교,37.4999957879,126.8681696567
296,명지전문대학,37.5853653,126.9256899
299,배화여자대학교,37.5795440102,126.9672918715
305,삼육보건대학교,37.5862119388,127.0635532812
308,서일대학교,37.5860827979,127.0972033101
313,숭의여자대학교,37.55785307,126.9874816
330,인덕대학교,37.6303438662,127.0544999153
350,한양여자대학교,37.5579175887,127.0493218973
368,한국폴리텍,37.5299749717,126.9968169507
392,KCUE대학교,37.4799534975,126.8770082397
395,베뢰아국제대학원대학교,37.5009164398,126.8982487585
401,횃불트리니티신학대학원대학교,37.4793861922,127.034774887
402,수도국제대학원대학교,37.4829985966,126.922662766
403,서울성경신학대학원대학교,37.49031064,126.9136874
404,예명대학원대학교,37.4842221155,127.0237447298
405,서울사회복지대학원대학교,37.51955557,126.9031437
408,국제언어대학원대학교,37.524225199,127.1294853263
410,서울불교대학원대학교,37.4664180215,126.9023257106
411,서울외국어대학원대학교,37.4812785383,127.0389564352
412,서울벤처대학원대학교,37.5107746,127.0443688
415,개신대학원대학교,37.62955491,127.0245062
417,서울과학종합대학원대학교,37.5573935501,126.9485236847
420,동방문화대학원대학교,37.5966566434,126.9914878427
421,북한대학원대학교,37.5858093172,126.9836737756
422,순복음대학원대학교,37.4734161307,126.9818481982
424,한림국제대학원대학교,37.5009760976,127.0514255719
425,한반도국제대학원대학교,37.5430772141,126.960139236
426,서울미디어대학원대학교,37.5582049766,126.8469707855
427,서울상담심리대학원대학교,37.5760847789,126.9959192011
428,한국상담대학원대학교,37.4869165343,127.0239755667
1271,백석대학교,37.4804670815,126.9972060569
1377,한신대학교,37.6350136598,127.0129394124
1421,호서대학교,37.481392801,127.012306526
1627,KDB금융대학교,37.5271224,126.920832
1679,치유상담대학원대학교,37.488529792,126.9954613898
1817,서울여자간호대학교,37.5975698954,126.9477573738
2015,태재대학교,37.583600095,126.9883453223
